SystemNotes,guproplanid,guaccountid,ExpiryDate,ProPlanCode,B_Isvalid,CAFReserve,SMSSID,VCNO,STBNO,Status,CASType,RefNo,NextRenewal,LCOCode,GULCOID,SubsName,RowNumber,MainKey,DateofActivated,TotalB2BAmount,TotalB2CAmount,BillingDetails,id
0,P000100010000100001000000105,M000100010000100001000011714,04/30/2019,DD OKHLA,0,,11714,000018780866,320012160554372,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Ruman Khan ,3,001F2064,,206.50,359.90,,3
0,P000100010000100001000000105,M000100010000100001000016531,04/30/2019,DD OKHLA,0,,16531,000008812505,310011129219012,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Jozee,4,001F6F44,,178.68,319.78,,4
0,P000100010000100001000000105,M000100010000100001000019785,04/30/2019,DD OKHLA,0,,19785,000010869519,310011129580868,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Shabu Qureshi,5,001F7FE3,,178.68,319.78,,5
0,P000100010000100001000000105,M000100010000100001000024527,04/30/2019,DD OKHLA,0,,24527,000016454365,320012132088640,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Dinesh,6,001FE5CD,,139.24,274.94,,6
0,P000100010000100001000000105,M000100010000100001000026321,04/30/2019,DD OKHLA,0,,26321,000021422076,320012154186934,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Shami,7,001FECD8,,139.24,274.94,,7
0,P000100010000100001000000105,M000100010000100001000027717,04/30/2019,DD OKHLA,0,,27717,000012672457,320011352069835,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Abdul Salam,8,002AE407,,145.74,249.28,,8
0,P000100010000100001000000105,M000100010000100001000028638,04/30/2019,DD OKHLA,0,,28638,000037777919,330013292209305,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Khushbuddin ,11,0032D304,,158.96,297.36,,11
0,P000100010000100001000000105,M000100010000100001000028801,04/30/2019,DD OKHLA,0,,28801,000037533692,330013292192972,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Shimayla ,13,0032EF41,,139.24,274.94,,13
0,P000100010000100001000000105,M000100010000100001000029323,04/30/2019,DD OKHLA,0,,29323,000038558755,330013292382482,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,SHAHID,17,0033C044,,158.96,297.36,,17
0,P000100010000100001000000105,M000100010000100001000029345,04/30/2019,DD OKHLA,0,,29345,000038370029,330013292352766,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Saleem ,18,0033CDEF,,139.24,274.94,,18
0,P000100010000100001000000105,M000100010000100001000029567,04/30/2019,DD OKHLA,0,,29567,000037442019,330013293086157,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Parveez Alam ,19,00369B61,,139.24,274.94,,19
0,P000100010000100001000000105,M000100010000100001000030602,04/30/2019,DD OKHLA,0,,30602,000003417920,20020A086007468,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Zeeshan,24,003BFA64,,191.14,333.94,,24
0,P000100010000100001000000105,M000100010000100001000031042,04/30/2019,DD OKHLA,0,,31042,000034001578,320013099307692,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Wahab ,26,003F16BE,,139.24,274.94,,26
0,P000100010000100001000000105,M000100010000100001000031458,04/30/2019,DD OKHLA,0,,31458,000006241897,310011015257209,Inactive,NDS,-,-,LCODL1261,M000100010000100001000000025,Akram Bhai ,27,0040CA31,,158.96,297.36,,27
0,P000100010000100001000000105,M000100010000100001000034396,04/30/2019,DD OKHLA,0,,34396,24767D6E4C87,400012282059568,Inactive,CISCO,-,-,LCODL1261,M000100010000100001000000025,DANISH,29,CISCO,,140.28,276.12,,29
0,P000100010000100001000000105,M000100010000100001000034410,04/30/2019,DD OKHLA,0,,34410,24767D6E63BA,400012282023929,Inactive,CISCO,-,-,LCODL1261,M000100010000100001000000025,Furqan,30,CISCO,,139.24,274.94,,30
0,P000100010000100001000000105,M000100010000100001000034433,04/30/2019,DD OKHLA,0,,34433,24767D6E1935,400012278007845,Inactive,CISCO,-,-,LCODL1261,M000100010000100001000000025,ANSAR AHMAD,31,CISCO,,139.24,274.94,,31
0,P000100010000100001000000105,M000100010000100001000034435,04/30/2019,DD OKHLA,0,,34435,24767D6E1A70,400012278012696,Inactive,CISCO,-,-,LCODL1261,M000100010000100001000000025,MOHD ISHAQUE,32,CISCO,,139.24,274.94,,32
